Id,SalePrice
433,306843.74579423957
460,221661.5190493569
1116,231729.02030372052
1137,179418.33731692052
53,184372.0769786493
2354,287642.9886975152
1475,217422.0155147249
1761,370318.97887345764
842,152107.51703796806
2739,186123.33720721322
2509,196896.56047374324
1007,245358.74058138518
2610,201132.27399184703
1952,25082.20545525229
2719,233531.26797531414
2921,143902.4995650724
1966,150590.5560137845
292,158555.69378489873
1204,224029.81094375328
1829,244354.08768629585
2419,226183.47818535843
391,175083.72704934288
798,128160.77674134649
481,219572.19558731662
193,179737.52638657982
555,116928.55009255798
899,101066.8282000914
2357,210043.69076843292
328,122302.40478819015
1356,49345.45875864316
1154,101130.61758982381
1730,223311.6729547144
2249,125684.27271088416
1119,257482.95943689655
2856,152955.6232151732
1394,183480.367690261
2587,135876.35722010027
61,285338.3130929114
2661,173751.46035101372
2711,115366.9915463172
1147,229727.68389368814
757,120759.29648604275
2623,115884.79950884992
2378,191088.13050592382
1413,154699.4247321864
1722,213016.74390006016
1112,261880.92553692387
1623,237439.0560135114
1201,222843.89557634352
1513,116134.60993314935
957,223912.61566498975
1171,222749.00037779653
1145,230896.72271973296
2726,214050.09167399583
703,149608.76507637178
760,62439.87624313412
1964,124318.83772772801
2512,214945.39542587873
159,145464.86693010063
1281,205063.4109806501
468,228293.52830160368
290,72397.58195656125
665,51750.455507423874
1463,280648.3922643325
1792,265074.0082146197
923,151983.64652467164
500,276573.56844967237
1408,156946.82553858383
331,63595.65999829181
170,140279.38960375718
2192,77005.13027196808
2571,237673.9878741794
2314,215156.45933956068
2647,59848.012000009214
422,311945.297293894
2457,273432.975965405
1838,211138.615909243
2805,261903.8982896622
1645,180616.2603429355
1711,287865.11021863733
2825,285289.5723832953
322,266931.62577307917
2103,240558.13452492096
342,95627.68704170728
600,101765.6609612425
488,243332.26953705313
1725,258158.1450077708
2246,237250.8687664683
2847,166079.32679155454
806,254421.08928564808
530,267958.6368339229
963,196219.45874988465
2678,110559.46801719393
171,82541.88092654516
2401,310731.81047868123
805,242047.19417037914
2259,234632.62899048525
1748,211322.2356804087
1361,171271.33709123178
1677,161524.2430599745
1406,124131.6438015079
2322,269250.8642790238
688,205851.3109089458
143,152268.71686069443
804,233967.79186006094
1214,165595.43405310504
2828,178174.9987917984
1999,184773.11778246594
2467,233959.06158124533
2665,159126.810723487
1538,267970.7226583385
398,107456.14625398238
2822,153376.729130367
2157,141697.79712012442
1856,189782.49065529474
1269,114865.16137576321
2570,131642.7171274091
2320,251845.1194871538
1517,137725.567453548
2304,148737.65990213834
1312,57885.640354653326
2012,127788.09018446215
506,240894.52718701007
2865,212324.50732052207
2367,132699.62625038627
554,49363.56108226298
238,131535.20863377393
1954,103971.19974838139
2488,210242.41629870134
2291,149173.77345187118
1969,109773.72795753155
2725,168138.03847705422
1482,141697.79712012442
2763,234694.8541817427
503,257271.42583295103
1584,215875.61433399114
1531,146758.66035930597
2210,200448.72200465738
459,258238.0648010042
556,132742.3717529544
1347,171029.78053209616
1290,41147.649457803025
1388,118541.24799380777
1571,206379.60936196535
2754,205965.94685141498
765,156773.07346592125
2494,129495.46335257162
2870,229475.3356520392
7,201226.3981865761
1114,232030.57869133144
2418,289913.8805427335
291,262341.35684840044
18,257167.7859999442
39,262393.76126207353
1001,231601.57333494595
2442,279656.04774484446
616,133407.667113445
2680,94056.62939009132
1414,99900.18567137595
289,153289.85228393628
40,229992.80548640626
860,114416.71828955962
409,128461.28390008095
673,152455.67744233084
2427,187162.12624973865
2036,204230.33885785408
2564,186935.05267394526
642,204163.22143046538
1008,227536.15564803054
1908,199776.77923618967
2519,171927.10084790734
1369,28941.758108521026
2855,162312.23127587422
712,45535.79027918502
1943,107699.25131267394
1958,118347.51349446198
107,103854.14181214923
2295,211063.5468599596
704,117464.19234034987
676,139827.89062240068
259,230547.3185575862
93,263913.89175903815
106,246012.32326292255
2315,240373.24500537614
1050,108827.08644696363
1095,221776.02053988792
2709,137048.97145362454
758,144972.7963788972
1496,183207.76034800845
2370,161524.2430599745
2458,241329.74262490842
2733,157161.39583422695
161,278879.21896687563
726,124545.21357805823
845,209714.14392491337
947,261921.91753966486
2232,135768.17784817945
2563,165612.52771766647
2299,188316.65331164567
211,100021.2166850733
605,197148.79913362593
1478,198168.4115606966
2247,237250.8687664683
2274,187211.1098343692
2869,209640.45432698407
967,262433.14553097077
2656,137038.0403263718
667,259717.42144850703
1042,129536.86191830698
2023,161925.6141727455
2447,311909.4512641597
2055,113188.98537850328
2275,249861.53800161398
2204,125931.03431444668
1563,235910.61984705398
483,206035.71050604226
796,149791.09178985073
1526,144983.82153381535
2042,157405.65306712873
442,252395.57605495153
1693,301167.30925163196
1468,246328.73183076855
1430,195590.01114405936
2605,182700.22715688474
1529,140570.76161584805
335,143222.12281058257
1287,145858.3342615987
31,140739.7352329931
1785,246863.224587011
82,201246.4243627818
2620,169878.16900452797
252,197244.56268252173
721,36074.91517191907
2165,208808.78477875516
2316,218491.69066182285
775,119116.55251981068
1558,76463.5463046082
17,225791.43105773715
1022,220821.005546676
925,118469.9645485778
438,242958.51260775508
1270,176999.43216484395
1272,124639.89788756451
215,137604.03809229704
266,247708.68546824763
2402,259736.2927334379
1250,102266.22911506129
1984,113043.47709821633
1279,179160.30048606932
377,278325.84924451064
1252,196186.71335088077
2156,261361.90022234689
499,294030.1674724994
1374,140163.52718980526
2898,283337.8408590417
401,108510.40103134216
2721,201398.38208429274
2078,239044.8243422539
2589,123325.51660554564
1946,253353.3806891343
1334,91666.72803174863
2781,225499.69043544837
431,269180.6561686847
576,168779.68369380818
1474,240270.23166728576
2254,123453.57243733117
2155,236740.82932558804
885,122956.55564057414
643,119913.55522444533
1944,92118.27830535649
480,230299.84540465788
2845,102433.67198876284
2387,291147.2773416729
2407,212809.28856866233
2527,178698.8007812217
2514,177122.9031276786
629,173108.7295213559
80,230413.22135241178
1876,154731.4598209138
1546,109905.88395701908
2518,165624.47877310417
2347,155740.2298920887
783,181139.4414405346
1322,88298.42273222515
194,41658.198785344895
1770,281911.54773508577
2143,111673.16536342143
1229,209055.56217421626
511,242767.4790369555
46,211767.42961104107
1348,169578.28079708866
2465,230817.87757315158
387,246305.30346776897
873,206209.66555638972
1918,116714.98049078046
2764,246848.29343392592
2184,112943.86382588012
934,168072.57851859982
1920,125434.02616026516
2631,169601.91426406798
1768,363058.5868725326
2040,98842.54138159448
1749,261667.93603696828
834,231628.56835755825
1457,271371.4725433718
79,101422.08493928204
2302,114089.76869654143
1817,126523.04675550878
2755,236286.7706050542
359,212635.16260113113
2059,112784.40988428271
2092,266110.80215942895
2516,227965.38308963086
150,117018.13068378909
1656,197806.029341643
83,76161.84831738123
2411,207305.96170642762
795,90589.74116583206
2312,274101.570754953
2917,65704.16955301134
1624,220275.32979955396
2215,257172.52722475
1211,142135.0420170373
1485,141697.79712012442
1024,162814.0431787377
570,200678.36804998186
2874,120634.30711623853
700,168614.81666391587
2756,226753.26189051804
2022,191525.9907342453
583,236059.7855657126
2392,288009.5553163622
2424,216451.27854246905
212,116178.97154392878
736,123214.70406023847
1610,224365.03297165068
890,137426.04556778193
467,221203.16339999487
578,264567.0996203323
1747,182163.0978126582
1149,179321.77252615127
2758,256401.22657906025
857,115890.18447286048
2219,232664.99207526006
733,64313.05713010987
2909,176485.88157568045
1798,263776.4455916878
235,161082.46597778058
2366,178761.3818683817
1027,166378.31139626293
1195,112936.49228961085
1303,-23872.72756133924
148,180551.89263673755
608,158304.8010275398
2515,234719.03463253626
821,237686.9340368527
2500,278813.5045883507
745,80079.87604320649
741,153626.00205499024
1611,141770.97593773156
2532,125362.58831143608
1081,217346.95215273404
1692,307994.88296977285
2520,146964.8547879828
276,194229.86910803648
1992,137818.5768750957
663,23736.139650919125
418,109098.27651810113
1733,247443.94832460553
2359,149543.57094796802
253,197834.6243231448
1518,208027.74461857878
2035,140790.477131846
2919,143902.4995650724
1540,217604.47889802398
2120,158736.77945037233
1674,204282.98566086666
256,135437.31759155495
2361,110618.91058606168
978,62541.405220932065
2280,148352.91651891172
2095,247510.00899968768
1709,294425.059239348
2801,266053.1925238866
1246,92464.922709628
2373,131645.37147302652
1055,233444.20149101823
2017,119137.25729683127
1099,269626.7002733525
1344,72627.3350677657
835,232156.6085449097
1117,219958.7117090992
2043,63389.66394392421
2085,150401.67752210662
410,196623.94502551208
2650,94532.9293868849
2867,172776.0111851717
1668,124106.67887926617
1161,198943.9774539802
2122,182602.96122169076
2539,146975.98822109262
1047,146149.16169359675
1445,125462.68792239767
541,179418.33731692052
569,245808.96980965126
1276,86277.06709804098
918,102593.16026484761
326,199753.28388505868
1936,104502.45407073275
895,97820.12955387718
257,149526.8310436557
1241,180704.86512284685
1545,70895.58379894204
1189,162951.1843942186
270,139589.2875654049
2066,216167.94121011428
693,94390.27188935872
1259,130086.02512134411
2916,174023.2433857871
2321,281005.19166359684
1977,82830.43548046952
1895,169152.04458601825
1240,149584.1803510326
85,138165.96362184727
1823,136957.0505576788
825,253676.46547721076
110,217749.43996648033
697,102905.70290642206
2297,98964.81106324692
1231,138914.99207529225
1355,155725.7998068701
968,252622.210699851
584,235544.4219010067
1315,122090.57050200367
1606,113035.51391918166
206,90896.16359462668
1685,253022.05856496101
2016,138582.09164276381
869,249800.00191532017
2135,118633.73739899867
2346,202151.16238564957
2430,226942.68143214125
2198,50267.46987583596
2652,109781.09949380084
27,109332.99914738417
241,195613.18978079627
906,128231.08807144332
1506,102890.42600829716
2098,315834.1141842039
1435,207364.0899992975
2213,139260.54992773486
1274,145535.93717202402
743,60670.06857980433
1737,210926.80643955126
2797,274807.83225999086
2185,134633.72314136627
58,209614.88690816757
830,196883.75866363553
808,198589.5086898062
680,198589.51564657176
1153,110616.52189468799
1291,124670.07953225884
1818,237553.0128478919
2161,224652.7501185516
1883,128748.41430501513
350,295385.0552946211
2473,185787.05673603987
295,216542.187579712
293,200439.10927139272
859,109564.65580870191
288,47363.623944475985
1578,214428.53787280634
102,217531.36036311064
2831,243349.97730842698
1030,187804.5891962793
2551,152329.3278366942
1286,120944.10395683764
958,235759.20132659443
776,119447.53881555761
72,218609.8621177397
2263,233507.9908485996
1866,140486.86381901696
2876,20724.840555998933
2146,274004.05863715097
103,207163.67976993526
1500,176066.48923707887
492,232063.93449111376
167,139550.56886131378
2597,88556.34890123516
2685,87454.53716440941
1035,135707.20217272267
1220,60447.96655699756
2602,139722.95735756052
2159,258350.7085235315
695,159369.0096081666
1109,261742.4412107563
640,165759.41547323656
1652,143252.37917300226
2090,230296.50193223509
1188,205839.49856003458
2345,254718.6265167067
1059,310712.86068395537
2751,257634.30322921567
128,236038.35582505594
1523,179745.93846635422
2925,149571.1912209821
2145,264606.36233248084
1121,213223.89582730757
566,320219.79553291545
565,230251.2401488427
1331,170885.87766618762
2928,150261.31175766792
156,122034.57560773753
797,182783.31107325453
327,142848.2447877126
2859,140931.73134688468
1453,96077.7303236064
1762,291734.59821188234
1868,200089.89274009175
1760,231521.03526300183
1113,231670.2961517229
1812,239628.95071764936
117,198925.4461979355
1142,228185.44331514157
2342,266714.87188720034
927,126450.29620802398
2478,246219.4615473269
655,82434.70748677666
2064,113033.21538256702
369,225536.96214331134
2239,79324.6126494605
2732,201337.83310538132
1653,168257.0412092053
959,244039.66765538935
2395,290069.00465309515
1412,113781.67491814095
271,234632.31977086852
1484,141697.79712012442
1497,183804.10624386437
552,229622.48677193455
2,102083.30596817528
1855,262898.70824774384
4,231085.12616902596
2292,145215.6698810796
134,144044.90973183973
646,113128.64211134388
42,239270.77907593595
532,225546.60368635278
713,128496.50368237827
2561,139151.45804744668
2360,143367.73882036834
1333,125797.78037010235
1407,185697.78169447876
2892,282565.2616452718
574,237385.55878742368
1227,185539.71460213244
2591,201982.1274745952
1476,216534.91686484453
1125,261929.27367532576
1446,134519.868696981
408,167833.85268729937
1101,272724.95611640945
2251,211061.90150630733
373,184522.05963550656
2554,113131.34265087883
2382,235583.85712653064
1985,75286.66336062882
519,208144.22006076179
1093,243754.44538149782
864,273927.2435429592
2889,139343.53852954763
2308,200925.37955899868
986,196371.27158356862
1302,161484.20713847925
585,177631.44674076652
2708,133365.1241571461
147,142195.50021249897
1441,220048.13228386352
383,223291.80149881716
285,173506.8474563564
181,105600.27249043585
358,207206.3576208175
780,216842.06721670102
258,230334.35554971246
1865,255267.49450001886
692,110563.76445867092
2902,268687.09303573525
508,243320.5344645137
2638,180865.3261255207
36,188979.6209512043
611,174197.56964297465
2281,128535.85683716704
1678,161524.2430599745
1696,302332.7060950748
1557,72830.49304258815
2180,215847.48384116223
1726,208166.66897586494
951,124686.87206338433
267,260849.54231897753
2706,169976.4345826756
2221,203149.41453561126
1357,163312.70586305502
2901,263848.84546779044
347,224861.6117569651
2164,191956.78806417546
1586,279958.0625446785
360,177197.2211811388
1769,257091.41877269663
2617,174717.49408268734
1879,201694.61955698192
991,235771.9179076056
1535,140687.1655973047
1191,192972.16811735832
1579,237165.02720336264
1882,113701.71701704428
1510,167144.67608114655
2196,215979.98925768287
1845,220694.12469518994
2336,314170.6360288329
942,100475.16569979535
861,92818.95193236449
2555,135506.2082063894
1392,158482.34422046115
2099,240558.13452492096
1543,144306.63395036204
948,271635.9532076779
1239,169488.40413016162
22,154068.12981249747
2796,236598.78573269537
2747,184264.93888800015
92,272658.6924178224
210,188839.48861936355
1858,175502.2711168326
2228,152132.8876583886
447,227131.84792399348
827,233296.07392678235
1649,233195.68947886841
682,157053.79486935842
2698,86934.05009756042
494,209614.88690816757
214,150704.07751030853
2441,288941.72678010154
2679,86070.78316523385
1336,73352.7627032081
465,218498.75471727762
1524,121911.32474028696
2543,97967.85325774454
631,132589.46341113368
2452,286422.5112926597
228,181983.63973633462
126,196423.34567018313
1092,211767.42961104107
1122,213223.89582730757
932,202955.48868150695
1980,47257.203185477
2171,119269.39249003868
551,192899.04878186394
2768,175862.86729451863
2056,110199.69918012057
1159,298953.97399304353
2645,152499.1572714623
1174,208063.73578257806
2266,228198.94572471842
2462,307138.4066935668
1219,134594.61092655585
2922,215399.9316626588
118,152605.05801452557
474,184372.0769786493
2576,166916.38243933924
872,247631.0838543231
1077,209030.09498741277
1536,121632.97769955648
1150,119615.94819571302
2341,253801.28150617465
1931,132771.63801494509
2785,126159.89260552937
2538,134247.9276061968
597,235132.07550839605
464,232066.91545963194
233,196514.27084211973
2169,117779.52797547862
2123,196951.699939696
1867,164959.72334323497
137,239568.32307178737
515,256861.66037223258
933,143252.37917300226
2784,175123.58907006338
972,184129.92622945644
599,166859.9038930223
2614,99022.10803510429
2582,132543.830633687
1409,147638.793663635
175,136393.10091628708
352,213248.19593123553
976,62541.405220932065
2134,237795.0841029478
984,118075.48266730848
2396,260577.4682347037
1673,122152.82014538815
404,172435.8532042231
607,157431.86890852964
814,167018.32374124008
868,239401.1943253342
2271,214491.48838097887
1633,249765.0976713895
337,269148.1452497529
2765,190219.75561926802
1746,226591.2169206711
368,269940.5822620094
2806,212966.24514561394
1662,223973.76158936706
1234,222636.69811089733
1373,154380.0049598596
1672,110618.91058606168
1939,103448.19929337299
